BASIS,ESCF,ECCSD,ECCSDT
VDZ,-195.716749837794,-196.518563588458,-196.544410800821
VTZ,-195.766543254158,-196.699626579296,-196.73650093347
VQZ,-195.778411623443,-196.748070675236,-196.787525456538
MTsmall,-195.767686912568,-196.710410427304,-196.74785461937
MTsmall_full,-195.840823108195,-197.03264120737,-197.072235733627
