BASIS,ESCF,ECCSD,ECCSDT
VDZ,-345.270066879915,-346.517154699278,-346.56603703017
VTZ,-345.352335251283,-346.811839208087,-346.879698638319
VQZ,-345.373160589617,-346.896298804947,0.0
MTsmall,-345.350166745629,-346.824283990092,-346.892193931378
MTsmall_full,-345.527086760927,-347.359335514335,-347.430580992972
