BASIS,ESCF,ECCSD,ECCSDT
VDZ,-345.382820601564,-346.58120279718,-346.622788421238
VTZ,-345.467385226052,-346.878829464113,-346.938416291617
VQZ,-345.488703134155,-346.963609643898,0.0
MTsmall,-345.467247776419,-346.893910762022,-346.953846087064
MTsmall_full,-345.644098994105,-347.429437026292,-347.492593851211
