BASIS,ESCF,ECCSD,ECCSDT
VDZ,-195.151354943979,-195.947509398978,-195.974945930222
VTZ,-195.201566459052,-196.127901658554,-196.166699785336
VQZ,-195.213449513657,-196.176731778148,-196.218194832507
MTsmall,-195.202879018044,-196.139480180828,-196.179004055128
MTsmall_full,-195.275954383841,-196.462063663541,-196.503814215055
