BASIS,ESCF,ECCSD,ECCSDT
VDZ,-345.232716651016,-346.457548111553,-346.509054746365
VTZ,-345.315747814094,-346.753248707829,-346.823539093699
VQZ,-345.336870335114,-346.838115709794,0.0
MTsmall,-345.313482309104,-346.766227006718,-346.837123127289
MTsmall_full,-345.490342280622,-347.301579707619,-347.375753928489
