BASIS,ESCF,ECCSD,ECCSDT
VDZ,-345.307176563058,-346.531085094972,-346.576529810732
VTZ,-345.391243601273,-346.828907796083,-346.893107585404
VQZ,-345.412176407717,-346.913559390043,0.0
MTsmall,-345.390415211272,-346.84326384584,-346.907904969061
MTsmall_full,-345.567169885668,-347.378521314606,-347.446447728234
