BASIS,ESCF,ECCSD,ECCSDT
VDZ,-267.211800065044,-268.128134133777,-268.164647035552
VTZ,-267.276146960527,-268.352951089064,-268.403587712158
VQZ,-267.292442451057,-268.418622472759,0.0
MTsmall,-267.27338586417,-268.361427619912,-268.411756784361
MTsmall_full,-267.421100099485,-268.76775276544,-268.820452490889
