BASIS,ESCF,ECCSD,ECCSDT
VDZ,-191.933865140076,-192.60194122447,-192.624890232826
VTZ,-191.983562845657,-192.77094024894,-192.804112021378
VQZ,-191.995378727995,-192.81917025943,-192.854750587121
MTsmall,-191.982696071011,-192.779823609367,-192.813404787966
MTsmall_full,-192.078327490424,-193.07981840126,-193.115254095424
