BASIS,ESCF,ECCSD,ECCSDT
VDZ,-267.219097433642,-268.121844314974,-268.159172181859
VTZ,-267.284091273455,-268.347519884767,-268.399297699373
VQZ,-267.300692187712,-268.413385330914,0.0
MTsmall,-267.282458486868,-268.358364457571,-268.410354298918
MTsmall_full,-267.430147166597,-268.765031094466,-268.819406465794
