BASIS,ESCF,ECCSD,ECCSDT
VDZ,-117.085616102445,-117.556263936301,-117.572554289325
VTZ,-117.117366406046,-117.665061009203,-117.688132183536
VQZ,-117.124536002125,-117.694544338452,-117.719191691013
MTsmall,-117.11786098102,-117.672751843706,-117.696250054478
MTsmall_full,-117.161800761199,-117.866275751225,-117.891136498651
