BASIS,ESCF,ECCSD,ECCSDT
VDZ,-117.643155448536,-118.12072391017,-118.134594953316
VTZ,-117.674724934003,-118.23162905112,-118.251959609135
VQZ,-117.681942811409,-118.261329169761,-118.283186388962
MTsmall,-117.675331309134,-118.238834630152,-118.259523744427
MTsmall_full,-117.719213634085,-118.432319447479,-118.454252589595
