BASIS,ESCF,ECCSD,ECCSDT
VDZ,-267.221862159811,-268.123344444808,-268.157845094429
VTZ,-267.287578407875,-268.349606889904,-268.398235197405
VQZ,-267.30400110154,-268.415477024284,0.0
MTsmall,-267.285548709346,-268.359390300252,-268.407888668156
MTsmall_full,-267.433181406874,-268.765879336087,-268.816748930805
