BASIS,ESCF,ECCSD,ECCSDT
VDZ,-75.398941965691,-75.57982168648,-75.583104491107
VTZ,-75.416393810383,-75.639153313932,-75.645084971945
VQZ,-75.421343859378,-75.657685182549,0.0
MTsmall,-75.414362539723,-75.640725482839,-75.646382021053
MTsmall_full,-75.466296778522,-75.747574144547,-75.753600817652
