BASIS,ESCF,ECCSD,ECCSDT
VDZ,-383.166309836984,-384.519351976016,-384.571812500028
VTZ,-383.25539731604,-384.844781468775,-384.918384507742
VQZ,-383.278167389657,-384.938012188606,0.0
MTsmall,-383.254369556835,-384.860567200948,-384.934777996066
MTsmall_full,-383.445762700879,-385.460176324296,-385.538175341744
