BASIS,ESCF,ECCSD,ECCSDT
VDZ,-383.267934533056,-384.5901591092,-384.637649895674
VTZ,-383.357700822143,-384.915602837077,-384.98335848012
VQZ,-383.380926298542,-385.008991542878,0.0
MTsmall,-383.35747172226,-384.932219895508,-385.000511791422
MTsmall_full,-383.548922583817,-385.532152180327,-385.604151126322
