BASIS,ESCF,ECCSD,ECCSDT
VDZ,-383.237321996605,-384.562213828197,-384.609440699724
VTZ,-383.32717320791,-384.888118152124,-384.955698564069
VQZ,-383.350297880511,-384.982100429344,0.0
MTsmall,-383.326298541325,-384.904104935888,-384.972172663675
MTsmall_full,-383.517596747701,-385.503924945162,-385.57567939938
