BASIS,ESCF,ECCSD,ECCSDT
VDZ,-233.597713676109,-234.524230871202,-234.555937425538
VTZ,-233.653180274456,-234.733776090061,-234.778846613408
VQZ,-233.667016057694,-234.79116337508,-234.839378488179
MTsmall,-233.654441203256,-234.74658218871,-234.792432676842
MTsmall_full,-233.742160890829,-235.1332707468,-235.181749791713
