BASIS,ESCF,ECCSD,ECCSDT
VDZ,-383.169685317038,-384.535858011316,-384.590868431664
VTZ,-383.257613403278,-384.859001880856,-384.935088817795
VQZ,-383.280464894755,-384.95243186205,0.0
MTsmall,-383.25565870576,-384.873413475553,-384.949640613984
MTsmall_full,-383.447196430477,-385.473049595275,-385.553032068373
