BASIS,ESCF,ECCSD,ECCSDT
VDZ,-383.179158834041,-384.530643767914,-384.583299335642
VTZ,-383.26886306431,-384.855535064821,-384.929177235702
VQZ,-383.291851156168,-384.949181780673,0.0
MTsmall,-383.26785799498,-384.871347208009,-384.945303847339
MTsmall_full,-383.45934283686,-385.471145519282,-385.548845018122
