BASIS,ESCF,ECCSD,ECCSDT
VDZ,-383.169093262918,-384.523494329274,-384.579545939523
VTZ,-383.257716086392,-384.847378200605,-384.924773663034
VQZ,-383.280858849776,-384.940811548441,0.0
MTsmall,-383.256819129023,-384.863911289024,-384.941986372591
MTsmall_full,-383.448331901104,-385.463816520773,-385.54566434959
