BASIS,ESCF,ECCSD,ECCSDT
VDZ,-156.128275862759,-156.759797743138,-156.781878036354
VTZ,-156.169569027428,-156.904231561484,-156.935384558046
VQZ,-156.17905349103,-156.943373051122,-156.976639307213
MTsmall,-156.170326643475,-156.914000308158,-156.945712005469
MTsmall_full,-156.228882742762,-157.172048726448,-157.205560175251
