BASIS,ESCF,ECCSD,ECCSDT
VDZ,-230.978491266989,-231.808298573449,-231.837238372526
VTZ,-231.037320748363,-232.012236884758,-232.053611859778
VQZ,-231.051433460186,-232.069955561749,-232.114268163343
MTsmall,-231.036822158189,-232.02320536859,-232.065134933771
MTsmall_full,-231.147075524888,-232.387709450942,-232.431936654069
