BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.255862654768,-307.319944947059,-307.359739834737
VTZ,-306.330770514268,-307.582402566056,-307.63869933876
VQZ,-306.349308828974,-307.657821992107,0.0
MTsmall,-306.329423370825,-307.594931059092,-307.651542609386
MTsmall_full,-306.491606644373,-308.065802725729,-308.125252712291
