BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.319285956462,-307.356973212593,-307.391982335352
VTZ,-306.394981860094,-307.620194082792,-307.671035919653
VQZ,-306.413880618409,-307.696469618128,-307.751035107136
MTsmall,-306.393832876095,-307.633230308464,-307.684329615413
MTsmall_full,-306.555911943394,-308.104312330411,-308.158160823639
