BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.256562350167,-307.333419522222,-307.376160276445
VTZ,-306.330419245377,-307.593743608728,-307.652949698434
VQZ,-306.349081548368,-307.669334660116,0.0
MTsmall,-306.327719068332,-307.604288105647,-307.663275263178
MTsmall_full,-306.490023803468,-308.075221446004,-308.13701913332
