BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.346098258324,-307.379658052946,-307.414821163474
VTZ,-306.421787083425,-307.642539200509,-307.693412349494
VQZ,-306.440792907874,-307.718091202396,-307.772674909113
MTsmall,-306.42124969566,-307.655876892823,-307.707014413334
MTsmall_full,-306.583480508788,-308.126966294122,-308.180874974401
