BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.265963894969,-307.327857482314,-307.368071567794
VTZ,-306.34125762228,-307.589834503927,-307.646484050953
VQZ,-306.360053056842,-307.66563178399,0.0
MTsmall,-306.339454344562,-307.602054384363,-307.658771657321
MTsmall_full,-306.50168588231,-308.07312208508,-308.132647330004
