BASIS,ESCF,ECCSD,ECCSDT
VDZ,-381.985781358234,-383.300395153032,-383.354173131814
VTZ,-382.073972127606,-383.618887972676,-383.693768480596
VQZ,-382.09652062238,-383.711075783747,0.0
MTsmall,-382.072724935412,-383.635008451027,-383.710482239413
MTsmall_full,-382.264205836357,-384.234680919919,-384.314014612568
