BASIS,ESCF,ECCSD,ECCSDT
VDZ,-381.999625325004,-383.308337741589,-383.363299995767
VTZ,-382.088439305794,-383.626327105357,-383.702383594065
VQZ,-382.111197530828,-383.718792584475,0.0
MTsmall,-382.086071961594,-383.641813812681,-383.718247540455
MTsmall_full,-382.271983452322,-384.242311741312,-384.322325612876
