BASIS,ESCF,ECCSD,ECCSDT
VDZ,-382.078433396106,-383.364411447531,-383.413720789853
VTZ,-382.16724114516,-383.68292142726,-383.75252963367
VQZ,-382.190221848391,-383.775288319643,-383.849691172585
MTsmall,-382.166761565991,-383.699948233939,-383.770109003972
MTsmall_full,-382.358305442172,-384.299933499437,-384.373882273826
