BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.700265129085,-307.781637937727,-307.824562509907
VTZ,-306.772842634902,-308.042266670648,-308.102324528147
VQZ,-306.790985521361,-308.117006141996,-308.181100947404
MTsmall,-306.77244103307,-308.0571023107,-308.118018359128
MTsmall_full,-306.911997223624,-308.550441378306,-308.614675366605
