BASIS,ESCF,ECCSD,ECCSDT
VDZ,-381.98003434714,-383.310116563863,-383.367101701113
VTZ,-382.067264638572,-383.626507477599,-383.704526112586
VQZ,-382.08992775133,-383.718789824967,0.0
MTsmall,-382.064929440575,-383.640994132959,-383.719110683806
MTsmall_full,-382.256547755044,-384.240729919691,-384.322671433558
