BASIS,ESCF,ECCSD,ECCSDT
VDZ,-382.04899600405,-383.337637079096,-383.386751770316
VTZ,-382.137901178203,-383.656662013942,-383.726187139434
VQZ,-382.160749226226,-383.749534299027,-383.823854073964
MTsmall,-382.136726992922,-383.672991981961,-383.743009153129
MTsmall_full,-382.328124857935,-384.272863324904,-384.346651069787
