BASIS,ESCF,ECCSD,ECCSDT
VDZ,-230.727244322358,-231.569478057178,-231.608759957796
VTZ,-230.781466730819,-231.764861328307,-231.817991957963
VQZ,-230.794739222144,-231.820316578754,-231.876699052766
MTsmall,-230.782109370872,-231.778915303902,-231.832905588641
MTsmall_full,-230.870039285327,-232.166054084225,-232.222859381265
