BASIS,ESCF,ECCSD,ECCSDT
VDZ,-380.882725847228,-382.147601632009,-382.200697911035
VTZ,-380.971182935266,-382.461019740923,-382.534798138418
VQZ,-380.993791364396,-382.553049575377,0.0
MTsmall,-380.969615351064,-382.477595238351,-382.551850409529
MTsmall_full,-381.161094878979,-383.07760684261,-383.15569581122
