BASIS,ESCF,ECCSD,ECCSDT
VDZ,-305.519555570736,-306.566747830539,-306.61311099447
VTZ,-305.591543896935,-306.821042731622,-306.88470162966
VQZ,-305.60945075383,-306.894730808718,-306.962468786932
MTsmall,-305.590812724862,-306.836015650062,-306.900531697151
MTsmall_full,-305.730449747876,-307.329417608335,-307.397317521821
