BASIS,ESCF,ECCSD,ECCSDT
VDZ,-380.84178128487,-382.107229889352,-382.166795967653
VTZ,-380.928459833941,-382.417100285693,-382.497392921453
VQZ,-380.950967383249,-382.508398498582,0.0
MTsmall,-380.925968694363,-382.431422039628,-382.511781290433
MTsmall_full,-381.117692658253,-383.03127778536,-383.115492711658
