BASIS,ESCF,ECCSD,ECCSDT
VDZ,-380.848868255504,-382.127883709747,-382.185863880632
VTZ,-380.936909481929,-382.440116128651,-382.519218102147
VQZ,-380.959383099455,-382.531757383839,0.0
MTsmall,-380.934585000802,-382.455930962934,-382.535382144148
MTsmall_full,-381.126150337016,-383.05591140726,-383.139233931554
