BASIS,ESCF,ECCSD,ECCSDT
VDZ,-380.814994312306,-382.099903599634,-382.170194034111
VTZ,-380.901412454331,-382.409069856639,-382.500875419341
VQZ,-380.924173488619,-382.50020496213,0.0
MTsmall,-380.898928736368,-382.42561262427,-382.518484635873
MTsmall_full,-381.090572028229,-383.025645933748,-383.122397195848
