BASIS,ESCF,ECCSD,ECCSDT
VDZ,-228.268670506463,-228.980228079964,-229.003928485765
VTZ,-228.325961515622,-229.172287742291,-229.207146657931
VQZ,-228.340360769657,-229.228718231339,0.0
MTsmall,-228.324689073611,-229.181390569243,-229.216248353676
MTsmall_full,-228.457687039686,-229.523569010381,-229.560306704225
