BASIS,ESCF,ECCSD,ECCSDT
VDZ,-228.177740601307,-228.918845939504,-228.947433013155
VTZ,-228.234088578349,-229.109645171184,-229.150130077274
VQZ,-228.248263976752,-229.165996549908,0.0
MTsmall,-228.231645116826,-229.117289484026,-229.157523854809
MTsmall_full,-228.364654921314,-229.459253341117,-229.50142721691
