BASIS,ESCF,ECCSD,ECCSDT
VDZ,-228.172216466917,-228.910869329963,-228.938270012146
VTZ,-228.228805546752,-229.102940753197,-229.142333534018
VQZ,-228.242785667393,-229.159205217308,0.0
MTsmall,-228.226712760592,-229.111162961573,-229.150618661386
MTsmall_full,-228.359646755896,-229.452984937311,-229.494400467946
