BASIS,ESCF,ECCSD,ECCSDT
VDZ,-228.171334692452,-228.916118279937,-228.94799941533
VTZ,-228.227024459067,-229.106384533062,-229.150577597276
VQZ,-228.241383540447,-229.162671069194,0.0
MTsmall,-228.225215904575,-229.115139299731,-229.159419009543
MTsmall_full,-228.358291859157,-229.457249140758,-229.503496118883
