BASIS,ESCF,ECCSD,ECCSDT
VDZ,-228.236222237532,-228.950141700819,-228.973517342494
VTZ,-228.293000122588,-229.142190774619,-229.17682828697
VQZ,-228.307249439832,-229.19900726216,0.0
MTsmall,-228.291069974331,-229.150520266861,-229.185104743391
MTsmall_full,-228.423921419685,-229.492517809363,-229.528968780599
