BASIS,ESCF,ECCSD,ECCSDT
VDZ,-152.888029287335,-153.396236246218,-153.413505935472
VTZ,-152.928404167634,-153.5297999328,-153.555053483028
VQZ,-152.93793199253,-153.568387665391,-153.595518477902
MTsmall,-152.927116154266,-153.536258272153,-153.561757703661
MTsmall_full,-153.008127306139,-153.771728787488,-153.798643831314
