BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.353233939607,-307.390488760351,-307.426508697767
VTZ,-306.428093853122,-307.652330731582,-307.70405961925
VQZ,-306.446979110686,-307.727515660122,-307.78295632814
MTsmall,-306.427438137436,-307.66508659154,-307.717039556401
MTsmall_full,-306.589685160885,-308.136242602959,-308.190973262613
