BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.265788025116,-307.328735038808,-307.371830397044
VTZ,-306.340018824318,-307.589410132625,-307.64910142264
VQZ,-306.358864597552,-307.664732315199,0.0
MTsmall,-306.338555837379,-307.602163644254,-307.662195753553
MTsmall_full,-306.500860423233,-308.073379781291,-308.136224799309
