BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.255988928739,-307.335024289522,-307.377661705566
VTZ,-306.329265589638,-307.594663373585,-307.653652568984
VQZ,-306.347813607286,-307.669666333645,0.0
MTsmall,-306.327106580469,-307.605438349573,-307.664310349168
MTsmall_full,-306.489448853236,-308.076251317713,-308.137937476469
