BASIS,ESCF,ECCSD,ECCSDT
VDZ,-306.261016325209,-307.327115951967,-307.368086733613
VTZ,-306.336034953701,-307.588330506882,-307.645662209736
VQZ,-306.354695135305,-307.66350073119,0.0
MTsmall,-306.334527668498,-307.600170817503,-307.65752448985
MTsmall_full,-306.496801775031,-308.071143578276,-308.131310124184
